Day   0 -      no restrictions: current guests:     8/   26, occupancy: 0.307692, newly infected:       3, currently infected:       3, total fully vaccined:       0, recovered:       0, ballance:    -2875
Day 535 - vaccination required: current guests:    15/   26, occupancy: 0.576923, newly infected:     299, currently infected:    2634, total fully vaccined: 5372423, recovered: 1678611, ballance:   184500
Day 536 - vaccination required: current guests:    14/   26, occupancy: 0.538462, newly infected:     212, currently infected:    2619, total fully vaccined: 5399484, recovered: 1678838, ballance:   181625
Day 537 - vaccination required: current guests:    17/   26, occupancy: 0.653846, newly infected:     175, currently infected:    2627, total fully vaccined: 5438320, recovered: 1679005, ballance:   178750
Day 538 - vaccination required: current guests:    19/   26, occupancy: 0.730769, newly infected:     174, currently infected:    2652, total fully vaccined: 5476637, recovered: 1679154, ballance:   179375
Day 539 - vaccination required: current guests:    20/   26, occupancy: 0.769231, newly infected:     134, currently infected:    2606, total fully vaccined: 5516793, recovered: 1679334, ballance:   176500
Day 540 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:     107, currently infected:    2609, total fully vaccined: 5529528, recovered: 1679438, ballance:   173625
Day 541 - vaccination required: current guests:    18/   26, occupancy: 0.692308, newly infected:     210, currently infected:    2650, total fully vaccined: 5541480, recovered: 1679607, ballance:   174950
Day 542 - vaccination required: current guests:    18/   26, occupancy: 0.692308, newly infected:     254, currently infected:    2633, total fully vaccined: 5580714, recovered: 1679878, ballance:   172075
Day 543 - vaccination required: current guests:    14/   26, occupancy: 0.538462, newly infected:     248, currently infected:    2656, total fully vaccined: 5613935, recovered: 1680103, ballance:   188800
Day 544 - vaccination required: current guests:    14/   26, occupancy: 0.538462, newly infected:     213, currently infected:    2676, total fully vaccined: 5642274, recovered: 1680296, ballance:   185925
Day 545 - vaccination required: current guests:    13/   26, occupancy: 0.500000, newly infected:     187, currently infected:    2651, total fully vaccined: 5668377, recovered: 1680508, ballance:   183050
Day 546 - vaccination required: current guests:    10/   26, occupancy: 0.384615, newly infected:     131, currently infected:    2640, total fully vaccined: 5694296, recovered: 1680650, ballance:   182975
Day 547 - vaccination required: current guests:    19/   26, occupancy: 0.730769, newly infected:      82, currently infected:    2647, total fully vaccined: 5701323, recovered: 1680725, ballance:   183600
Day 548 - vaccination required: current guests:    20/   26, occupancy: 0.769231, newly infected:     245, currently infected:    2671, total fully vaccined: 5707934, recovered: 1680946, ballance:   185625
Day 549 - vaccination required: current guests:    15/   26, occupancy: 0.576923, newly infected:     287, currently infected:    2659, total fully vaccined: 5729780, recovered: 1681245, ballance:   191150
Day 550 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:     262, currently infected:    2709, total fully vaccined: 5747837, recovered: 1681457, ballance:   193875
Day 551 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:     308, currently infected:    2842, total fully vaccined: 5761808, recovered: 1681632, ballance:   191000
Day 552 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:     308, currently infected:    2976, total fully vaccined: 5776172, recovered: 1681806, ballance:   190225
Day 553 - vaccination required: current guests:    15/   26, occupancy: 0.576923, newly infected:     205, currently infected:    3047, total fully vaccined: 5791855, recovered: 1681940, ballance:   190150
Day 554 - vaccination required: current guests:    10/   26, occupancy: 0.384615, newly infected:     138, currently infected:    3078, total fully vaccined: 5795402, recovered: 1682047, ballance:   192875
Day 555 - vaccination required: current guests:    13/   26, occupancy: 0.500000, newly infected:     394, currently infected:    3262, total fully vaccined: 5798241, recovered: 1682257, ballance:   190000
Day 556 - vaccination required: current guests:    18/   26, occupancy: 0.692308, newly infected:     590, currently infected:    3598, total fully vaccined: 5810750, recovered: 1682511, ballance:   218625
Day 557 - vaccination required: current guests:    17/   26, occupancy: 0.653846, newly infected:     373, currently infected:    3723, total fully vaccined: 5821835, recovered: 1682759, ballance:   217150
Day 558 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:     421, currently infected:    3931, total fully vaccined: 5831663, recovered: 1682972, ballance:   217075
Day 559 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:     451, currently infected:    4195, total fully vaccined: 5841711, recovered: 1683159, ballance:   216300
Day 560 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:     253, currently infected:    4317, total fully vaccined: 5853874, recovered: 1683290, ballance:   213425
Day 561 - vaccination required: current guests:    20/   26, occupancy: 0.769231, newly infected:     136, currently infected:    4371, total fully vaccined: 5856345, recovered: 1683372, ballance:   210550
Day 562 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:     487, currently infected:    4613, total fully vaccined: 5857967, recovered: 1683617, ballance:   213275
Day 563 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:     555, currently infected:    4881, total fully vaccined: 5868251, recovered: 1683904, ballance:   220900
Day 564 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:     524, currently infected:    5143, total fully vaccined: 5877249, recovered: 1684166, ballance:   219425
Day 565 - vaccination required: current guests:    17/   26, occupancy: 0.653846, newly infected:     554, currently infected:    5389, total fully vaccined: 5885758, recovered: 1684474, ballance:   219350
Day 566 - vaccination required: current guests:    19/   26, occupancy: 0.730769, newly infected:     443, currently infected:    5524, total fully vaccined: 5894016, recovered: 1684782, ballance:   216475
Day 567 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:     304, currently infected:    5623, total fully vaccined: 5904223, recovered: 1684987, ballance:   228300
Day 568 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:     182, currently infected:    5667, total fully vaccined: 5906572, recovered: 1685125, ballance:   271625
Day 569 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:     487, currently infected:    5760, total fully vaccined: 5908135, recovered: 1685519, ballance:   268750
Day 570 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:     597, currently infected:    5767, total fully vaccined: 5916319, recovered: 1686109, ballance:   267975
Day 571 - vaccination required: current guests:    19/   26, occupancy: 0.730769, newly infected:     525, currently infected:    5919, total fully vaccined: 5923842, recovered: 1686482, ballance:   267200
Day 572 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:     484, currently infected:    5982, total fully vaccined: 5929348, recovered: 1686903, ballance:   268525
Day 573 - vaccination required: current guests:    10/   26, occupancy: 0.384615, newly infected:     496, currently infected:    6027, total fully vaccined: 5935747, recovered: 1687354, ballance:   265650
Day 574 - vaccination required: current guests:    15/   26, occupancy: 0.576923, newly infected:     411, currently infected:    6185, total fully vaccined: 5945353, recovered: 1687607, ballance:   276775
Day 575 - vaccination required: current guests:    19/   26, occupancy: 0.730769, newly infected:     256, currently infected:    6305, total fully vaccined: 5947339, recovered: 1687743, ballance:   280900
Day 576 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:     668, currently infected:    6486, total fully vaccined: 5948966, recovered: 1688230, ballance:   278025
Day 577 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:     470, currently infected:    6401, total fully vaccined: 5955453, recovered: 1688785, ballance:   306650
Day 578 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:     731, currently infected:    6608, total fully vaccined: 5956055, recovered: 1689309, ballance:   303775
Day 579 - vaccination required: current guests:    16/   26, occupancy: 0.615385, newly infected:     923, currently infected:    6977, total fully vaccined: 5963497, recovered: 1689863, ballance:   300900
Day 580 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:     822, currently infected:    7356, total fully vaccined: 5971180, recovered: 1690306, ballance:   300825
Day 581 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:     556, currently infected:    7608, total fully vaccined: 5979132, recovered: 1690610, ballance:   337150
Day 582 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:     317, currently infected:    7743, total fully vaccined: 5980667, recovered: 1690792, ballance:   334275
Day 583 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:     803, currently infected:    8059, total fully vaccined: 5981528, recovered: 1691279, ballance:   336300
Day 584 - vaccination required: current guests:    20/   26, occupancy: 0.769231, newly infected:    1106, currently infected:    8568, total fully vaccined: 5987091, recovered: 1691876, ballance:   362825
Day 585 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:    1048, currently infected:    9091, total fully vaccined: 5992152, recovered: 1692401, ballance:   372550
Day 586 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:     997, currently infected:    9604, total fully vaccined: 5997307, recovered: 1692885, ballance:   369675
Day 587 - vaccination required: current guests:    19/   26, occupancy: 0.730769, newly infected:    1013, currently infected:   10121, total fully vaccined: 6002552, recovered: 1693381, ballance:   366800
Day 588 - vaccination required: current guests:    22/   26, occupancy: 0.846154, newly infected:     669, currently infected:   10379, total fully vaccined: 6009165, recovered: 1693792, ballance:   365325
Day 589 - vaccination required: current guests:    22/   26, occupancy: 0.846154, newly infected:     335, currently infected:   10458, total fully vaccined: 6010815, recovered: 1694048, ballance:   384850
Day 590 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:    3925, currently infected:   13715, total fully vaccined: 6011644, recovered: 1694716, ballance:   385475
Day 591 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:    1529, currently infected:   14774, total fully vaccined: 6016047, recovered: 1695186, ballance:   382600
Day 592 - vaccination required: current guests:    22/   26, occupancy: 0.846154, newly infected:    1096, currently infected:   15139, total fully vaccined: 6020040, recovered: 1695917, ballance:   397925
Day 593 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:    1535, currently infected:   15751, total fully vaccined: 6024216, recovered: 1696840, ballance:   397150
Day 594 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:    1785, currently infected:   16714, total fully vaccined: 6029158, recovered: 1697662, ballance:   413875
Day 595 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:    1169, currently infected:   17327, total fully vaccined: 6035286, recovered: 1698218, ballance:   412400
Day 596 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:     791, currently infected:   17801, total fully vaccined: 6036801, recovered: 1698535, ballance:   409525
Day 597 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:    2530, currently infected:   19528, total fully vaccined: 6037853, recovered: 1699338, ballance:   416450
Day 598 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:    3269, currently infected:   21691, total fully vaccined: 6041944, recovered: 1700444, ballance:   435975
Day 599 - vaccination required: current guests:    19/   26, occupancy: 0.730769, newly infected:    3293, currently infected:   23936, total fully vaccined: 6044028, recovered: 1701492, ballance:   437300
Day 600 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:    3638, currently infected:   26577, total fully vaccined: 6048470, recovered: 1702489, ballance:   442825
Day 601 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:    4244, currently infected:   29808, total fully vaccined: 6054056, recovered: 1703502, ballance:   439950
Day 602 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:    2768, currently infected:   31907, total fully vaccined: 6060554, recovered: 1704171, ballance:   444075
Day 603 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:    1829, currently infected:   33401, total fully vaccined: 6062753, recovered: 1704506, ballance:   444700
Day 604 - vaccination required: current guests:    18/   26, occupancy: 0.692308, newly infected:    4265, currently infected:   33741, total fully vaccined: 6064525, recovered: 1708431, ballance:   471225
Day 605 - vaccination required: current guests:    20/   26, occupancy: 0.769231, newly infected:    6307, currently infected:   38519, total fully vaccined: 6070316, recovered: 1709960, ballance:   485150
Day 606 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:    5842, currently infected:   43265, total fully vaccined: 6076847, recovered: 1711056, ballance:   482275
Day 607 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:    4385, currently infected:   46115, total fully vaccined: 6084239, recovered: 1712591, ballance:   479400
Day 608 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:    5735, currently infected:   50065, total fully vaccined: 6085907, recovered: 1714376, ballance:   476525
Day 609 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:    5081, currently infected:   53977, total fully vaccined: 6093866, recovered: 1715545, ballance:   475050
Day 610 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:    2752, currently infected:   55938, total fully vaccined: 6096779, recovered: 1716336, ballance:   482675
Day 611 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:    7637, currently infected:   61045, total fully vaccined: 6099249, recovered: 1718866, ballance:   480500
Day 612 - vaccination required: current guests:    22/   26, occupancy: 0.846154, newly infected:    9936, currently infected:   67712, total fully vaccined: 6106930, recovered: 1722135, ballance:   477625
Day 613 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:    9480, currently infected:   73899, total fully vaccined: 6114474, recovered: 1725428, ballance:   505550
Day 614 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:    8447, currently infected:   78708, total fully vaccined: 6121761, recovered: 1729066, ballance:   502675
Day 615 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:    9241, currently infected:   83705, total fully vaccined: 6129923, recovered: 1733310, ballance:   508200
Day 616 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:    5766, currently infected:   86703, total fully vaccined: 6141184, recovered: 1736078, ballance:   505325
Day 617 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:    2997, currently infected:   87871, total fully vaccined: 6144233, recovered: 1737907, ballance:   502450
Day 618 - vaccination required: current guests:    22/   26, occupancy: 0.846154, newly infected:    9282, currently infected:   92888, total fully vaccined: 6146663, recovered: 1742172, ballance:   510775
Day 619 - vaccination required: current guests:    22/   26, occupancy: 0.846154, newly infected:   14579, currently infected:  101160, total fully vaccined: 6154286, recovered: 1748479, ballance:   510700
Day 620 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:   13536, currently infected:  108854, total fully vaccined: 6161566, recovered: 1754321, ballance:   508525
Day 621 - vaccination required: current guests:    16/   26, occupancy: 0.615385, newly infected:   10414, currently infected:  114883, total fully vaccined: 6168933, recovered: 1758706, ballance:   505650
Day 622 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:   14237, currently infected:  123385, total fully vaccined: 6178023, recovered: 1764441, ballance:   522375
Day 623 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:    9199, currently infected:  127503, total fully vaccined: 6190785, recovered: 1769522, ballance:   525100
Day 624 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:    5670, currently infected:  130421, total fully vaccined: 6194642, recovered: 1772274, ballance:   522225
Day 625 - vaccination required: current guests:    22/   26, occupancy: 0.846154, newly infected:   11554, currently infected:  134338, total fully vaccined: 6197640, recovered: 1779911, ballance:   534050
Day 626 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:   22585, currently infected:  146987, total fully vaccined: 6208318, recovered: 1789847, ballance:   531175
Day 627 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:   14186, currently infected:  151693, total fully vaccined: 6220223, recovered: 1799327, ballance:   528300
Day 628 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:   13416, currently infected:  156662, total fully vaccined: 6223776, recovered: 1807774, ballance:   526125
Day 629 - vaccination required: current guests:    19/   26, occupancy: 0.730769, newly infected:   23033, currently infected:  170454, total fully vaccined: 6235425, recovered: 1817015, ballance:   525350
Day 630 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:   14442, currently infected:  179130, total fully vaccined: 6252373, recovered: 1822781, ballance:   527375
Day 631 - vaccination required: current guests:    18/   26, occupancy: 0.692308, newly infected:   22778, currently infected:  198911, total fully vaccined: 6257335, recovered: 1825778, ballance:   530100
Day 632 - vaccination required: current guests:    14/   26, occupancy: 0.538462, newly infected:       0, currently infected:  189629, total fully vaccined: 6261097, recovered: 1835060, ballance:   527225
Day 633 - vaccination required: current guests:    22/   26, occupancy: 0.846154, newly infected:   25949, currently infected:  200999, total fully vaccined: 6275163, recovered: 1849639, ballance:   529950
Day 634 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:   18046, currently infected:  205509, total fully vaccined: 6288346, recovered: 1863175, ballance:   527075
Day 635 - vaccination required: current guests:    21/   26, occupancy: 0.807692, newly infected:   27793, currently infected:  222888, total fully vaccined: 6304146, recovered: 1873589, ballance:   526300
Day 636 - vaccination required: current guests:    22/   26, occupancy: 0.846154, newly infected:   20417, currently infected:  229068, total fully vaccined: 6319106, recovered: 1887826, ballance:   569625
Day 637 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:   22106, currently infected:  241975, total fully vaccined: 6338125, recovered: 1897025, ballance:   572350
Day 638 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:       0, currently infected:  236305, total fully vaccined: 6343637, recovered: 1902695, ballance:   569475
Day 639 - vaccination required: current guests:    24/   26, occupancy: 0.923077, newly infected:   17662, currently infected:  242413, total fully vaccined: 6346762, recovered: 1914249, ballance:   569400
Day 640 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:   22042, currently infected:  241870, total fully vaccined: 6360358, recovered: 1936834, ballance:   566525
Day 641 - vaccination required: current guests:    22/   26, occupancy: 0.846154, newly infected:   21205, currently infected:  248889, total fully vaccined: 6371507, recovered: 1951020, ballance:   567850
Day 642 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:   18683, currently infected:  254156, total fully vaccined: 6383851, recovered: 1964436, ballance:   564975
Day 643 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:   17743, currently infected:  248866, total fully vaccined: 6396242, recovered: 1987469, ballance:   562100
Day 644 - vaccination required: current guests:    25/   26, occupancy: 0.961538, newly infected:   11006, currently infected:  245430, total fully vaccined: 6411640, recovered: 2001911, ballance:   559225
Day 645 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:    6346, currently infected:  228998, total fully vaccined: 6415549, recovered: 2024689, ballance:   559150
Day 646 - vaccination required: current guests:    26/   26, occupancy: 1.000000, newly infected:   15599, currently infected:  244597, total fully vaccined: 6417862, recovered: 2024689, ballance:   556275
Day 647 - vaccination required: current guests:    19/   26, occupancy: 0.730769, newly infected:   19546, currently infected:  238194, total fully vaccined: 6429243, recovered: 2050638, ballance:   553400
Day 648 - vaccination required: current guests:    23/   26, occupancy: 0.884615, newly infected:   16229, currently infected:  236377, total fully vaccined: 6441025, recovered: 2068684, ballance:   558925
Day 649 - vaccination required: current guests:    13/   26, occupancy: 0.500000, newly infected:        , currently infected:  208584, total fully vaccined: 6446769, recovered: 2096477, ballance:   556050
Výnos: 556050
+----------------------------------------------------------+
| STATISTIC Daily rejected guests                          |
+----------------------------------------------------------+
|  Min = 0                       Max = 41                  |
|  Time = 0 - 649                                          |
|  Number of records = 650                                 |
|  Average value = 5.7057                                  |
+----------------------------------------------------------+
+----------------------------------------------------------+
| STATISTIC Daily sales                                    |
+----------------------------------------------------------+
|  Min = 0                       Max = 91000               |
|  Time = 0 - 649                                          |
|  Number of records = 650                                 |
|  Average value = 3736.21                                 |
+----------------------------------------------------------+
+----------------------------------------------------------+
| STATISTIC Occupancy                                      |
+----------------------------------------------------------+
|  Min = 0                       Max = 1                   |
|  Time = 0 - 649                                          |
|  Number of records = 650                                 |
|  Average value = 0.528742                                |
+----------------------------------------------------------+
#
# SIMLIB run-time statistics:
#    StartTime  = 0
#    EndTime    = 649
#    EventCount = 650
#    StepCount  = 0
#
